gene,expression
100757647,1.0484116666666667
100760238,1.066372
100760532,7.65057
100761405,0.0
100761113,7.118617499999999
100760824,164.96275
100754742,0.2176145
100755035,0.0
100762470,0.059402325000000006
100764500,0.0
100764797,0.024602275
100755321,3.6849799999999995
103163223,0.106980775
100761982,9.970745
100764203,37.53975
100765375,1.4669325
100761693,106.071225
100762756,27.271725000000004
100765086,28.0126
100766751,0.25034825
100767046,0.12740775
100766461,5.79001
100767799,0.0
100768090,0.0
100768376,0.0
100755907,0.00985535
100768666,0.049680825
100769807,0.0
100769523,0.023877825
100768959,0.070854475
100770388,0.0
100770100,0.0
100756193,0.0
100769236,0.02920095
100756485,0.0
100756782,0.0481055
103160850,0.0
103160728,0.11172145
100750439,11.154382499999999
100765873,143.9775
100766168,7.0120575
103161316,3.9026575
100750724,36.191587500000004
103161772,0.0
103163576,0.0
100758510,2.917895
100758799,0.0543901
100759087,0.0
100751501,14.2079
100752074,3.7000375
100767327,67.357275
100751021,45.963300000000004
100752668,0.0
100752969,0.34688525
103163068,0.0751926
100753568,0.36060549999999997
100754170,0.02228645
100753267,38.150475
103163463,0.0
100753870,13.445224999999999
100752970,12.744900000000001
103160754,33.863425
100752669,0.048733275000000006
100770668,52.1134
100753871,0.014477575
100752366,117.11580000000001
100754171,13.0003
100753569,197.9345
100770953,4.62249
100754457,0.9290515000000001
100772103,0.0
100771531,1.11097425
100754743,0.0
100771822,0.0
100755036,0.0
100772392,3.0951675
100771239,46.663799999999995
100772686,33.690025
103163900,5.817405
100755322,45.782075
100755908,0.14543822499999998
100773180,4.7162575
100773462,0.33203649999999996
100756194,0.0
100756486,1.6937475
100773751,9.987459999999999
100756783,8.1949225
100757070,41.242775
103163931,0.13193549999999998
100755615,27.508425000000003
103160753,0.53937825
100757648,36.95245
100757933,11.531299999999998
102466556,0.0
100774047,14.494025
100758800,0.0
100758511,7.14637
100774627,0.0115302
100759088,10.128572499999999
100774918,0.017738725
100758227,87.79464999999999
102464883,0.0
102464896,0.0
100759657,0.0
100759946,0.09458725000000001
103162392,2.0245749999999996
100750619,44.526399999999995
100774338,47.013175000000004
103164017,0.0
100760533,0.0
100751208,0.067294675
100760239,7.0587025
100761114,0.0
100751789,0.0
100751502,0.053575025
100760825,12.7463
100761406,9.004185
100752367,0.0
100761983,0.0
100763147,0.0
100762271,0.957155
100751689,0.0
100762569,0.0
100763439,0.0
103159906,0.0
100762856,3.1062075
100751975,0.0196751
100763721,0.01101355
100764008,0.060922225
100761694,38.77365
100752262,16.135749999999998
100752075,7.7482425
103161117,0.9796285
100752559,13.883849999999999
103161118,0.108608525
100764304,83.15684999999999
100752860,0.0
100764899,6.766399999999999
100753160,0.054335375000000005
100765186,1.4175775
100764603,45.283500000000004
100766058,0.0
100754632,0.0
100765766,0.0
100766540,0.0
100753759,5.7493549999999995
100765476,32.283500000000004
103164222,0.0
100767414,0.141871625
100767126,53.44605
100753457,24.14385
100754925,1.3128474999999997
100768761,1.34854625
100769043,0.036019675
100755217,0.9447264999999999
100768292,29.6305
100768002,10.535307499999998
102464950,0.0
103161344,1.53436575
100755801,2.479005
100770101,5.7502875
100769524,10.366745
100769808,0.0
100770583,4.824685
100771153,0.026521725
103159091,0.45363174999999994
100771732,0.0
100772021,14.25395
100772304,0.0
100756973,0.0101714
100756686,0.0
100772598,0.0
103161345,0.0
100771441,83.252325
100755507,170.90775000000002
100770871,33.4546
100757261,22.51925
100757547,16.217824999999998
100772891,71.232
103159391,0.0
100773656,30.237275
100773181,10.006065
100774523,0.015179625
100774815,0.014469
100750331,70.718525
100773946,41.221625
103159392,0.16174824999999998
100751108,0.0
100752777,5.8671750000000005
100759269,0.60016675
100758986,42.47225
100760055,0.10803545
100750620,51.85957499999999
100759557,21.295775000000003
100760932,0.0080873
100761510,2.6625949999999996
100753080,3.2062925
100761220,1.79343
100762386,1.0864212500000001
100761797,0.22609200000000002
100762088,7.1693825
100762968,0.0
100753375,0.0
100763257,0.0
100762678,35.758475000000004
100760643,71.64482500000001
100763722,16.62785
100689376,559.18375
100764305,0.0
100765187,0.0
100764900,0.009304425
100764604,4.024297499999999
100753676,58.5251
100753973,21.766775
100689460,2.8439324999999998
100765665,151.584
100766252,0.0
100764009,22.42665
100767127,0.0773414
100766833,34.4993
100766541,57.683299999999996
100754271,20.658725
100754557,12.1012175
100765955,4.498835
100767904,0.313786725
100754845,2.4570175
103161371,0.0349905
103161370,0.111567
100755135,1.667135
100755419,0.0
100767415,13.9397
103164372,0.080936
100755711,0.0
100768667,26.084575
100768192,13.716525
100769526,11.54
100768960,15.80505
100820646,0.0
100756293,0.0
100770103,0.0
103159378,0.0193215
100756877,5.922235000000001
100770390,0.0124415
100757462,0.0
103161373,0.5210275
100756007,4.562825
100757169,8.8209725
100769810,118.29175000000001
100770955,17.73435
100757748,0.60564975
103164539,0.303426
103159421,0.0
100758322,0.010865275
100770670,345.909
100771533,19.244125
100772106,2.9402324999999996
100771824,17.9744
100773553,0.0
100772976,0.0
100772395,34.05
100773269,0.0
100773843,0.0
100758613,23.885375000000003
100774628,0.13288345000000001
100774138,2.5102875
100772689,1.57252
103158642,0.556791
100758038,8.405375000000001
100771241,12.780645
100750441,0.0
100758900,0.073503125
100774919,21.612975
100750726,9.4008875
100759191,35.04882500000001
100689417,37.36805
103159150,0.14404035
100751023,140.19025
100752475,0.007474125
100751897,0.0
100752182,0.0
100751608,15.9775
100759767,14.1563975
100751312,0.064469975
103159102,25.444449999999996
100760056,3.2336399999999994
100760350,0.16805975
103159240,0.0
100760644,0.0067894625
100770672,0.0
100761511,0.0
100770105,0.0
100770956,0.0
100771243,0.0
100761221,22.258074999999998
100761798,0.0
100771826,0.0
100762089,0.0
100771535,9.1099475
100762387,9.578875
100772108,0.0
100763343,0.00124531
100772691,0.0
100773845,0.23340424999999998
100772978,0.00599985
100773555,0.0
100773271,0.1166435
100760933,36.954225
100764116,9.6000125
100763827,0.0
100763049,13.1695025
103160239,0.0
100764712,8.9969875
100765189,31.223
103159776,3.5552025
100764416,44.4509
100774140,0.0
100774427,0.0
100765768,11.19725
100766060,0.0
100775006,0.18394975000000002
103159836,0.886155
100750524,0.0
100767513,0.0
100767801,0.032134925
100751111,0.0
100768091,0.0
103159957,0.0
100767223,9.72889
103160405,0.0
103160183,0.9105755000000001
100751403,0.0
100769239,6.400605
100769812,0.8742485
100751978,1.4793175
100769528,1.8780325
100751692,6.891052500000001
100766644,10.73142
100766935,25.064099999999996
100752562,0.21063725
100757650,0.0
100752863,0.012140425
100765478,60.441874999999996
100758512,0.06868555
100752265,84.81455
103160219,0.0
100768378,7.0306049999999995
103159992,0.0
100758228,34.49312499999999
100753163,15.19365
100820676,0.0
100759658,0.0
100753460,0.0
100759089,0.0
100759371,0.1391665
103160634,0.0
100754558,0.0
100754272,0.0
103160653,0.0
103160924,0.0
100759947,22.343125
100758801,28.225025
100753762,1.7695849999999997
100755909,0.0
100755616,2.8540200000000002
100754846,3.60424
100756195,99.465975
100756784,32.7753
100756487,11.46255
100760241,0.0
100760534,0.6883907499999999
100760826,0.00779495
100757363,0.0
103160821,0.0
103160839,0.0
100757071,12.247074999999999
100761407,9.0048325
100761115,58.222975000000005
103161022,0.63257
103161442,0.00377935
100761695,17.833725
100761985,0.0
100765877,0.0
100762273,12.621524999999998
100764714,97.9504
100765590,28.70355
103161144,1.6013374999999999
100762571,0.0
103161159,0.028572175
100766172,45.492599999999996
100767049,0.0
103161302,1.20429825
100766464,13.897625
100764118,0.0
100820636,0.0
100767331,14.4396
100767620,8.830615
100768194,0.026803374999999997
103161374,0.0
103161384,0.15774425
100767906,5.907232499999999
103161426,0.0
100766754,33.827574999999996
100774142,0.0
100764418,3.62024
100768469,0.23143834999999996
103161398,7.2147325
103161583,0.23158325
100775008,0.06366725
100769046,0.0
103161626,3.3706725000000004
100750525,1.5107724999999999
100751404,0.12648575
100769336,2.3344975
100770198,0.0
100769917,0.0
100750817,0.0
100770483,0.0
100768764,8.6391075
100769625,9.563717500000001
100751693,0.067529
100770957,0.9459817500000001
103161942,0.0
100752266,9.404925
100771827,0.611409
100752865,0.0
100772109,0.0
100772398,0.0
100752564,3.9551225
100751979,3.631085
100771536,317.37399999999997
100773273,0.0
103161936,15.90095
100754059,3.96368125
100756689,0.098057
100773847,2.5512425
100756974,0.0
100755510,0.08237325
100755804,0.02547225
100754635,1.28152675
100754928,0.0
103161179,0.03566175
100755220,0.0
100772692,8.125852499999999
100757549,13.094080000000002
100772979,10.392185000000001
100754351,5.570460000000001
100757828,87.46124999999999
100758121,33.953325
103162425,0.0
103162290,0.31666975
100759559,0.0
100756388,0.0
100759850,0.0
103162410,2.5746175
100760734,0.0
100767798,0.141822975
100760145,34.6717
100752971,2.4878625000000003
100761604,0.00500075
100753570,0.22914275
100761315,0.0051441
100753872,0.03068645
100756099,10.1696875
100753269,26.3097
100761888,3.7392700000000003
100762175,115.90875
100762757,44.616225
100762471,54.7516
100763344,4.8579575
100763910,0.0116535475
100763624,35.39275
100764205,0.04822175
100764502,0.0057503
100764799,0.91671925
100765769,0.0044365475000000005
100754172,18.8534
103163824,0.175903825
100765297,30.528625
103162781,2.4641525
100766354,9.428347500000001
100766061,10.300625
100766645,11.657287499999999
100766936,0.0
100754745,0.0
100754458,20.271375
100763050,14.5653
100767224,24.498824999999997
100755038,0.0
100755617,0.005826625
100767802,0.578688
103163836,0.0
100768576,3.343075
100756196,0.0
100768092,29.7825
100756785,0.0
100770013,0.0
100769719,0.0
100769436,0.0
100757072,0.0
100757364,0.0
100770585,0.0
100770873,0.0
100769150,12.078524999999999
100770299,3.6141650000000003
100756488,52.49997499999999
100768872,21.280275
100757651,98.078875
100755324,21.92615
100767514,154.46275
100758513,0.0150632
100772200,0.0
100759372,0.0
100758229,0.009032275
103160220,0.01832375
100758802,0.0
100772493,0.0
100773657,0.0
100772785,0.0
100773366,0.0
100759659,0.0
100773073,1.4633525
100757936,5.4944125
100771155,0.192053
100771734,8.7853775
100773947,8.6685575
100774241,17.036345
100774816,0.050673974999999996
100774524,0.0
100771443,110.81007500000001
103160221,0.83614825
100750621,0.041332925
100752076,0.0229491
100760242,0.0
100760535,0.0
100760828,0.7635262500000001
100752670,0.3716815
100761117,0.0
100759948,122.95325
100766254,0.0
100761890,0.356063
100761606,0.0
100766543,0.03106875
100766835,1.7610025
100765667,40.3864
100765957,3.3772275
103163850,0.48963275
100752368,25.610325
103161219,0.0
100767129,0.0
100767417,0.0
103161216,0.544396
103161215,1.106392
100767711,7.5741975
100762177,104.89722499999999
100750332,19.30265
103161217,0.17805035
100762759,17.110625
100769152,0.0237396
103161218,5.4482825
103159893,6.630255000000001
103159892,1.05554575
100769437,7.462737499999999
100768874,15.680050000000001
100764010,0.0
100768578,445.05125
100763346,41.507925
103163845,0.0
100770587,0.0
100770875,0.04195375
100770301,2.17120325
100820671,0.0
100771445,0.0
100771735,0.0
100771157,0.0
100772024,0.0
100772307,0.0
100772601,0.0
100773464,8.042010000000001
100759560,5.94079
100773753,27.622675
100764902,16.25905
100764606,0.0
100765377,0.0
103163846,0.034106075
100759851,2.906035
103159909,0.0
100760146,58.387550000000005
100774049,0.0
100760438,19.174075000000002
100760735,47.589524999999995
100774340,16.1324
100750333,0.014168150000000001
100750622,0.49533325
100761026,30.203675
100752267,0.0068384
100751790,5.7587875
100752866,0.0
100761316,7.978935
100753166,3.0067775
100752565,7.606747500000001
103160911,0.2501815
100750917,18.6625
100751209,15.987000000000002
100761891,0.0
100751503,43.442724999999996
100774630,36.297675000000005
100761607,12.079450000000001
100753463,33.147375000000004
100689303,21.07005
100762178,0.043006325
100753765,0.02528575
100762474,0.0
100762760,0.043667
103163871,0.0
100763053,0.0
100763347,0.0
100763626,0.0
103161466,0.0
100754353,7.83251
100689395,83.04065000000001
100763912,18.7497
100764504,0.67807
100764207,10.58931
100754061,14.924585
100755325,1.0581335
100755618,10.249395
100756489,0.060142975
100754849,1186.87375
100755911,38.36375
100764307,224.091
100756197,8.362987500000001
100765089,0.073916275
100757652,0.0
100764801,33.725975
100757365,0.0
100757073,0.0
100757937,1.7741425
100758406,0.111455
100756786,13.567749999999998
100765958,0.008029725000000001
100765668,16.264125
100765378,101.62847500000001
100758697,16.599575
100766836,0.29097925
100767130,9.59054
100766544,0.004635525
103160735,0.18499875
100767418,3.8113325
103163869,0.23829250000000002
100766255,68.994425
103160732,0.219591
103163868,1.1269345
100770302,0.0
100770588,0.0
100768005,0.0
100759272,4.6351925
100768295,1.2371109999999998
100758989,12.8278
100767712,7.859687500000001
100768875,0.0
100768579,0.0
100771158,21.646349999999998
100769153,0.13958775
100769438,0.010352525
100771736,0.9491657499999999
100771446,3.162745
100772308,0.0
100770876,6.650920000000001
100772602,0.0
100772025,10.691895
100772894,6.471625
100770016,0.0
100773754,2.1524212499999997
100774050,0.0
100773184,2.1720949999999997
100774922,0.0
103159339,0.0
100750730,0.0
103163878,0.020992774999999998
100751791,0.00795205
100751317,0.0
103160643,0.906575
100774341,25.33055
103163880,0.134411675
100755912,15.476225000000001
100755619,6.2489975
100752671,26.247725
100755326,22.978900000000003
100752077,2.486085
100757074,0.0
100756787,0.0
100757366,0.0783185
100756490,199.546925
103162237,1.132195
103162238,0.1192378
100752972,12.4583
100753270,21.4221
100757653,0.0
103161528,0.0
100754173,0.0
