gene,expression
100757647,1.4121635
100760238,0.9132754999999999
100760532,8.11111
100761113,9.0172675
100761405,0.0
100760824,208.7525
100754742,0.34360250000000003
100755035,0.0
100762470,0.04115585000000001
100764797,0.0
100764500,0.0
100755321,5.0996274999999995
100761693,86.75467499999999
100764203,45.112375
103163223,0.11120450000000001
100761982,11.2961
100765375,1.0938142499999999
100762756,22.393449999999998
100765086,31.5418
100767046,0.0
100766461,5.62618
100766751,0.1824675
100755907,0.0
100767799,0.0
100768376,0.0
100768090,0.0
100768666,0.06935575
100769236,0.02876605
100768959,0.068789775
100769807,0.0
100756193,0.0
100769523,0.042863175
100770100,0.0
100770388,0.0
100756485,0.0
103160850,0.05293025
100756782,0.152541
103160728,0.22371149999999998
100750439,12.919575
100765873,165.16525000000001
100766168,8.19494
103161316,0.4448725
100750724,35.370487499999996
100767327,69.58475
100758799,0.150772275
103163576,0.0
103161772,0.0
100758510,4.0027124999999995
100759087,0.0
100751501,13.886225000000001
100752074,4.264022499999999
100751021,54.57505
100752668,0.0
100752969,0.65643425
103163068,0.14875804999999998
100753568,0.35293824999999995
100754170,0.04579455
100753267,49.90707499999999
103163463,0.0
100753870,15.32715
103160754,40.745925
100752970,14.9429
100752366,188.12150000000003
100752669,0.057950525
100770668,62.82325
100753871,0.0
100754171,14.016475
100753569,206.14225
100770953,4.5844175
100754457,0.958728
100754743,0.0
100772103,0.0
100771822,0.024108875000000002
100771531,0.910949
100755036,0.099178
100772392,2.760725
100772686,33.449775
100771239,44.815225
103163900,5.5035775000000005
100755322,58.865875
100755908,0.1997025
100773180,5.076574999999999
100773462,0.13312325
100756194,0.0
100773751,7.695434999999999
100756486,1.733535
100756783,10.279197499999999
100757070,50.932500000000005
100755615,26.238125
103160753,0.43583174999999996
103163931,0.15888950000000002
100757648,36.791125
100757933,11.834175
102466556,0.0
100774047,14.50405
100774627,0.0
100758800,0.0
100758511,12.8590875
100774918,0.0090297
100759088,12.592649999999999
100758227,112.01075
102464883,0.0
102464896,0.0
100759657,0.0120949
100759946,0.25150805
103162392,2.433675
