100754456,0.0
100757647,0.736614
100760238,1.074
100760532,6.6788
100761405,0.0236516
100761113,7.24828
100760824,154.424
100754742,0.338705
100755035,0.0
100762470,0.071427
100764797,0.0
100764500,0.0
103163223,0.0626792
100761982,9.88834
100755321,3.89071
100764203,36.5453
100765375,1.35163
100761693,117.425
100762756,27.903
100765086,28.3378
100766751,0.0
100767046,0.0
100766461,5.19187
100755907,0.082986
100767799,0.0
100768376,0.0
100768666,0.0
100768090,0.0
100768959,0.0477979
100769236,0.0
100756485,0.0
100770388,0.0
100756193,0.0
100769523,0.0
100769807,0.0
103160850,0.0
100770100,0.0
100756782,0.0
103160728,0.306401
100750439,10.0046
103161316,0.0
100765873,143.592
100766168,7.26247
100750724,50.8337
100767327,66.8923
100758799,0.0914296
103163576,0.0
100758510,3.25744
100759087,0.0
103161772,0.0
100751501,13.4634
100752074,4.19058
100751021,42.7446
100752668,0.152288
100752969,0.282757
100753568,0.193223
103163068,0.22956
100754170,0.0
100753267,37.1741
103163463,0.0
100753870,13.0463
100752970,11.6092
103160754,34.6173
100752366,102.386
100752669,0.0454149
100770668,49.0123
100753871,0.0
100754171,13.028
100753569,185.726
100770953,4.8731
100754457,0.948091
100772103,0.0
100771531,1.2967
100754743,0.0
100771822,0.0
100755036,0.0
100772392,2.9452
100772686,32.3658
100771239,46.1683
103163900,5.47349
100755322,43.5536
100755908,0.119098
100773180,4.21145
100773462,0.224193
100756194,0.0
100756486,1.29397
100756783,5.63866
100773751,8.85994
100757070,40.7348
103163931,0.21625
100755615,28.0814
103160753,0.26662
100757648,32.8958
100757933,11.5681
102466556,0.0
100774047,15.1518
100758227,82.5182
102464883,0.0
102464896,0.0
100758800,0.0
100758511,5.91337
100774627,0.0533735
100774918,0.0369827
100759088,10.3478
100759946,0.136276
100759657,0.0
100750619,41.4842
103162392,2.32007
103164017,0.0
100760533,0.0
100760239,6.17202
100751208,0.0275931
100774338,44.0107
100761114,0.0
100751502,0.0
100751789,0.0
100760825,12.8103
100761406,8.00818
100762569,0.0
100752367,0.0
100763147,0.0
100761983,0.0
100751689,0.0
100762271,0.899205
100763439,0.0
103159906,0.0
100752075,7.03852
100751975,0.0
100763721,0.0
100762856,1.78763
100764008,0.0340342
100752262,13.5363
100761694,37.9411
103161117,0.917568
103161118,0.122783
100752559,15.4349
100764304,81.1962
100752860,0.0
100764899,6.04105
100753160,0.0983738
100765186,1.31351
100764603,44.2163
100765766,0.0
100766058,0.0
100766540,0.0
100754632,0.0
100765476,32.5672
103164222,0.0
100767414,0.242172
100753759,6.37738
100767126,52.3457
100753457,25.9293
100769043,0.0310979
100768761,1.31111
100754925,1.27843
100755217,1.38508
100768292,32.099
100768002,11.361
102464950,0.0
103161344,1.68982
100770101,4.22611
100755801,2.86219
100769524,9.95271
100769808,0.0
100770583,4.27305
100771153,0.0
103159091,0.512796
100771732,0.0
100772021,12.4406
100772304,0.0
100756686,0.0
100756973,0.0
100772598,0.0
103161345,0.0
100755507,163.659
100771441,76.4681
100770871,32.5096
100757261,23.2819
100757547,16.4782
100772891,79.3056
103159391,0.0
100773656,24.0142
100774523,0.0
100774815,0.0356526
100773181,10.9392
100750331,59.3895
100773946,40.5264
103159392,0.0
100751108,0.0
100759269,0.783715
100752777,6.20293
100760055,0.0385039
100758986,41.4588
100750620,50.9696
100759557,21.4388
100760932,0.0
100761510,3.23999
100761220,1.79212
100753080,2.41237
100762386,1.6098
100761797,0.263153
100762088,6.50564
100763257,0.0
100753375,0.0
100762968,0.0
100760643,64.354
100762678,34.7545
100763722,14.8309
100689376,508.309
100764305,0.0
100765187,0.0
100764900,0.0
100764604,3.66119
100753676,57.5939
100753973,23.4425
100689460,2.54841
100765665,128.165
100766252,0.0
100764009,21.9131
100767127,0.0694379
100766833,29.6283
100766541,48.9225
100767904,0.330119
100754845,1.94066
103161370,0.0
103161371,0.321592
100755135,1.6226
100754271,22.4461
100754557,10.9269
100765955,4.00395
100755419,0.0
100755711,0.0
100768667,26.247
100768192,12.7472
100767415,13.4832
103164372,0.0
100768960,17.4848
100769526,11.765
100820646,0.0
100756293,0.0
100770103,0.0224064
103159378,0.0
100756877,5.16415
100757462,0.0
100757169,8.32476
103161373,0.192593
100770390,0.0
100756007,4.38255
100769810,123.676
100757748,0.657168
100770955,19.6964
103159421,0.0
103164539,0.822657
100770670,358.469
100758322,0.0
100771533,16.8739
100771824,15.9983
100772106,2.9117
100758613,24.637
100772976,0.0
100773553,0.0
100773843,0.0
100772395,31.3867
100773269,0.0
100774628,0.0658063
