100754456	0.0
100757647	3.45088
100760238	1.13075
100760532	7.82334
100761405	0.0
100761113	6.18157
100754742	0.203788
100760824	223.084
100755035	0.0
100762470	0.0469992
100764500	0.0
100764797	0.0
100755321	5.4299
103163223	0.125476
100761982	9.89064
100761693	73.8682
100764203	49.0976
100762756	20.0386
100765375	1.06323
100765086	32.1254
100766751	0.0
100766461	6.09786
100767046	0.0
100767799	0.0
100768376	0.0
100755907	0.0
100768666	0.0
100768090	0.0
100769523	0.0
100769807	0.0
100768959	0.190343
100770388	0.0
100769236	0.0572676
100756193	0.0
100770100	0.0
100756485	0.0
100756782	0.196924
103160850	0.0
103160728	0.245226
100750439	12.845
100765873	148.236
100766168	7.37098
103161316	0.0
100750724	41.8574
100767327	62.537
100758510	3.92864
103163576	0.0
103161772	0.0
100758799	0.323681
100759087	0.0
100751501	12.3805
100752074	3.80097
100751021	49.3707
100752668	0.0
100752969	0.266113
103163068	0.0759191
100753568	0.362722
100753267	42.9599
103163463	0.0
100754170	0.0
100753870	15.863
100752970	12.5088
103160754	35.7332
100752366	180.977
100752669	0.0265855
100770668	67.9112
100753871	0.0
100754171	12.3277
100770953	4.16822
100753569	170.571
100754743	0.0
100771531	0.555545
100754457	1.0534
100772103	0.0
100771822	0.0
100755036	0.0
100772392	2.81074
100772686	28.702
100771239	43.3288
103163900	3.52192
100755322	52.1892
100755908	0.141063
100773180	4.61996
100773462	0.111932
100756194	0.0
100773751	9.12132
100756486	1.99669
100756783	12.192
100755615	22.8258
103160753	0.0
100757070	46.5348
103163931	0.330124
100757648	35.9371
100757933	11.6579
102466556	0.0
100774047	13.5801
100758227	114.36
102464883	0.0
102464896	0.0
100774627	0.0
100758800	0.0
100758511	13.3017
100774918	0.0364402
100759088	11.0589
100759657	0.0
100759946	0.27111
103162392	1.72326
100750619	56.144
103164017	0.0
100760533	0.0
100760239	6.68256
100774338	57.747
100751208	0.0574555
100761114	0.0
100751502	0.0
100751789	0.0
100760825	15.6786
100761406	10.1261
100752367	0.0
100761983	0.0
100762569	0.0
100751689	0.0
100763147	0.0
100762271	1.40372
100762856	6.38935
100751975	0.0
100763721	0.0
100763439	0.0
103159906	0.0
100761694	47.7566
100764008	0.0
100752262	21.786
100752075	18.5969
100764304	76.0611
103161117	0.351037
100752559	17.5069
103161118	0.0607443
100752860	0.0
100764899	5.78406
100753160	0.0604365
100765186	2.78585
100764603	53.1121
100765766	0.0
100766540	0.0
100766058	0.0
100754632	0.0
100753759	2.96127
100765476	25.733
103164222	0.0
