100754456	0.0
100757647	0.92481
100760238	0.71795
100760532	9.96149
100761405	0.0
100761113	8.04733
100754742	0.536489
100760824	213.617
100755035	0.0
100762470	0.0
100761693	88.3568
100764797	0.0
100764500	0.0
100755321	5.5457
100764203	56.7917
100762756	16.7868
100765375	0.892556
103163223	0.0707831
100761982	12.7914
100765086	35.5949
100766751	0.0
100767046	0.0
100766461	4.32966
100755907	0.0
100768090	0.0
100767799	0.0
100768376	0.0
100768666	0.0
100768959	0.0
100769523	0.0
100769236	0.12922
100770100	0.0
100769807	0.0
100756193	0.0
100756485	0.0
100770388	0.0
100756782	0.0
103160850	0.0
103160728	0.138335
100765873	177.368
100766168	9.98642
100750439	12.2626
100750724	35.8746
103161316	0.0
100767327	66.0228
100759087	0.0
103161772	0.0
100751501	10.6737
100758799	0.208698
100758510	5.55234
103163576	0.0
100752074	4.75421
100751021	57.6231
100752668	0.0
100752969	0.750854
100753568	0.553634
103163068	0.256943
100754170	0.0
100753870	20.1188
100753267	60.2853
103163463	0.0
100752970	19.9789
103160754	46.2613
100753871	0.0
100752669	0.0816242
100770668	76.5276
100753569	208.175
100754171	16.0645
100770953	5.76567
100754457	0.466864
100754743	0.0
100772103	0.0288641
100771531	0.544961
100771822	0.0
100752366	245.24
100755036	0.0
100772392	2.22803
100771239	36.7751
100772686	37.6197
103163900	3.09654
100755908	0.238697
100755322	77.2053
100773180	6.17163
100773462	0.0631415
100756194	0.0
100756486	1.20139
100773751	2.96991
100756783	12.8143
100755615	29.2081
103160753	0.810685
100757070	58.8688
103163931	0.372512
100757648	29.8731
100757933	12.5907
102466556	0.0
100774047	8.72673
100758227	140.573
102464883	0.0
102464896	0.0
100758511	14.2404
100774627	0.0
100758800	0.0
100774918	0.0
100759088	14.4222
100759657	0.0
100759946	0.356834
100750619	57.2688
103162392	2.76947
103164017	0.0
100760533	0.0
100760239	5.22065
100751208	0.0762481
100761114	0.0
100751789	0.0
100751502	0.0
100760825	14.7079
100774338	79.2101
100761406	4.22936
100761983	0.0
100752367	0.0
100751689	0.0
100762569	0.0
100763147	0.0
100762271	1.02846
100762856	3.77481
100761694	24.0887
100751975	0.0
100763721	0.0
100763439	0.0
103159906	0.0
100752262	26.5388
100764008	0.0760712
103161117	1.98059
103161118	0.239843
100752559	23.4833
100764304	94.0186
100752860	0.0
100764899	5.85012
100753160	0.0
100765186	1.7848
100752075	36.2951
100764603	70.3537
100766058	0.0
100765766	0.0
100754632	0.0
100766540	0.0
100753759	2.76457
100753457	22.7305
100765476	31.4573
103164222	0.0
100767414	0.0
100767126	77.9342
100769043	0.0
100768761	1.55733
100754925	1.94084
100755217	0.97935
100768292	20.6172
100768002	12.1913
102464950	0.0
