gene,expression,z_score
100763439,1.367137759056983e-06,-0.14517976491472237
100764008,0.0001107177960950309,-0.14483716384807038
100752262,0.03565131751909046,-0.033486692256589096
100752075,0.027723542022232466,-0.05832480830209195
100764304,0.1479162260456051,0.3182448655964906
103161118,0.00024319744708820276,-0.1444220984938181
103161117,0.001794485902330518,-0.13956183438989278
100752559,0.030188893336694767,-0.050600739669495486
100764899,0.010640077507134024,-0.1118481547002608
100753160,7.430955776369035e-05,-0.14495123267469706
100765186,0.003411397664531793,-0.1344959691921698
100764603,0.0943094666350341,0.15029221461755918
100753759,0.008194336991028207,-0.11951078172347813
100765476,0.05561097495143086,0.02904791000724126
100753457,0.0416303217421074,-0.014754173810941342
100767414,0.00024878451846224546,-0.14440459392053673
100767126,0.11141540807744059,0.20388598235006639
100768761,0.0025533819945612116,-0.13718417508145558
100769043,5.0179844172652e-05,-0.14502683227089608
100754925,0.002558303870981641,-0.13716875459714184
100755217,0.0019110645362084456,-0.13919658771535795
100768292,0.04448964701049568,-0.005795765130446542
100768002,0.019543707758715913,-0.08395263703547717
103161344,0.0029482975817772417,-0.13594688484949363
100755801,0.00449772207113494,-0.13109246064365393
100770101,0.014281601615330632,-0.10043907804089638
100769524,0.019752210566650812,-0.08329938733871765
100769808,2.164995687093037e-05,-0.14511621783079823
100770583,0.010344366344630087,-0.11277463252157831
100771153,6.544940295910669e-05,-0.14497899198161796
103159091,0.0007308393484513415,-0.14289429209472068
100772021,0.02545697150367105,-0.06542608678653647
100755507,0.3347474937739442,0.9035965459769555
100772304,2.290757656477082e-06,-0.14517687116751635
100756973,4.0008753659468045e-06,-0.14517151328343703
100771441,0.15450934893750842,0.33890144846217085
100770871,0.067220774608619,0.065421991395465
100772891,0.11023273949152773,0.20018062268241224
100757261,0.03826565710861249,-0.025295835927138757
100757547,0.03720430022857809,-0.028621119969608855
100773656,0.12555984071595627,0.24820119528873869
100773181,0.019055685492534682,-0.08548163513652116
100774523,5.734845780011088e-06,-0.14516608066764444
100774815,1.1699335773841305e-05,-0.14514739362300277
100750331,0.13992574695527435,0.293210296065169
100773946,0.0669801286002289,0.0646680354484721
103159392,0.00012171966144554019,-0.14480269445518695
100759269,0.0011909724591063471,-0.14145267210896845
100752777,0.009820747278869568,-0.1144151571711666
100750620,0.08603273297096273,0.124360795229182
100758986,0.08059545764346693,0.10732554043302697
100760055,0.00016934320525053233,-0.14465348751712528
100759557,0.039765510926746135,-0.020596719106681528
100760932,3.2216988124476255e-06,-0.14517395448244214
100761510,0.004361364404784112,-0.1315196760134456
100761220,0.0046171700632808895,-0.13071822412655032
100753080,0.005368444880190811,-0.12836444265381963
100762386,0.001651599973687706,-0.14000950313105556
100761797,0.0003262405186936946,-0.14416192040853684
100762088,0.012743793596601658,-0.10525710726486133
100753375,7.755207903172528e-06,-0.14515975077234294
100760643,0.12980947961865577,0.26151552593023675
100762678,0.05968218748411608,0.04180322193210825
100763722,0.032694807520131354,-0.0427495855452474
100764900,1.5630833920545436e-05,-0.1451350760432177
100765187,1.0605119492892915e-05,-0.14515082185718725
100764604,0.008481047650422333,-0.11861250292732198
100753676,0.11446224161542264,0.21343186379155288
100753973,0.03266121289675747,-0.042854839175877624
100689460,0.007506979194310315,-0.12166430798395644
100764009,0.042822660582516485,-0.01101851675362702
100765665,0.252851276307704,0.6470116119156409
100766252,2.3323366542060762e-05,-0.14511097495483388
100754271,0.029769149879787585,-0.051915816855540066
100754557,0.019043543705016007,-0.08551967596241337
100765955,0.007435059220134231,-0.12188963685020439
100767127,0.0001615046721352413,-0.14467804603233816
100766833,0.04608248213933633,-0.0008053332259132238
100767904,0.00048065583701383246,-0.14367812951446335
100766541,0.11270542268147131,0.20792766244658367
100754845,0.0043561981620057815,-0.13153586210974694
103161370,3.5727785963382293e-05,-0.14507211129009134
103161371,0.00014413377191284754,-0.14473246992914376
100755135,0.0033231414631272,-0.13477248027312705
100767415,0.02548820739891255,-0.06532822316879136
103164372,0.00016992733993727074,-0.1446516573940168
100755711,1.5347790968380433e-06,-0.14517923968604968
100768667,0.06168935807072318,0.04809178749164332
100768192,0.024046179579280225,-0.06984616825175524
100768960,0.02954169983167298,-0.05262842920081457
100769526,0.0215298815951213,-0.07772985534157949
100756007,0.006972791858654322,-0.12333794355024112
100769810,0.1927599521229504,0.4587424960684043
100770103,1.8473079201463473e-05,-0.14512617114698986
103159378,6.103974788682156e-05,-0.14499280765089992
100756877,0.010548406502640098,-0.11213536452961714
100770390,4.914440145128135e-06,-0.14516865103941795
103161373,0.0009245616147608602,-0.14228735057208286
100757169,0.016321261337389117,-0.09404872239953074
100770955,0.0322596239491948,-0.04411303737865293
100757748,0.0008474522219311904,-0.14252893814580525
103159421,1.2793047750575381e-05,-0.14514396696882859
100770670,0.6840295216148103,1.997914560350389
103164539,0.0005042976583960922,-0.14360405850888902
100758322,1.6878610834763704e-05,-0.14513116669591009
100771533,0.03092101344090171,-0.04830697086704331
100772106,0.0047893822552068635,-0.13017867473981465
100758613,0.05165426601773036,0.016651343569092134
100771824,0.02962014921830856,-0.05238264335966338
100772976,5.252960984592931e-06,-0.1451675904367435
100772689,0.0026484326335611003,-0.13688637668862597
103158642,0.0012829339516751814,-0.14116455216598472
100772395,0.06079269898439767,0.04528250985149896
100774628,0.0003016200374751115,-0.14423905760419098
100758038,0.01877089251627144,-0.08637390573577992
100771241,0.017630911070242807,-0.08994552446506929
100774138,0.003419704793584082,-0.13446994254251413
100774919,0.032812416571383396,-0.042381110521685326
100758900,0.00010056775364721433,-0.1448689644373133
100750726,0.013317606458951426,-0.10345932294704174
100689417,0.06350172567151313,0.053770025580420114
100759191,0.05243173988094794,0.019087207960635146
100751023,0.24385240555100918,0.6188177009980258
103159150,0.0002308795998903448,-0.14446069092346653
100752475,1.0926409938367387e-05,-0.14514981523819656
100751608,0.03299000685809494,-0.04182471129574311
100751312,0.00013053514684077954,-0.1447750750997535
103159102,0.048943086747889435,0.008157083691127656
100759767,0.023432132574676943,-0.07177000814401437
100760056,0.005508359660741284,-0.12792608266782218
100760350,0.00024204113945679268,-0.14442572126330047
100760644,4.108254561973507e-06,-0.14517117685906009
100761221,0.03961886147307349,-0.02105617915947621
100771535,0.015677535145027052,-0.09606554866734768
100762387,0.014604714633930658,-0.0994267488377068
100760933,0.04928969813101761,0.009243034442412444
100763343,2.2035616883273433e-07,-0.1451833578386426
100772978,1.0616665405168844e-06,-0.14518072197128604
100773845,0.00044830607974562524,-0.14377948291749423
100773271,0.00029822445545429996,-0.1442496961320237
100764116,0.022461500907548518,-0.07481104556934645
100763827,0.0030469750970597595,-0.13563772327237275
100763049,0.021311731978412414,-0.07841332897138205
103160239,7.694806414201064e-05,-0.14494296610261292
100764712,0.01610755844520887,-0.09471826421959569
100765189,0.10077800426738688,0.17055846565112556
103159776,0.004973168140377767,-0.12960286439488125
100764416,0.07785780240237256,0.09874833001658286
100774427,4.949869728046874e-06,-0.14516854003676755
100765768,0.019550810927812256,-0.0839303824524134
100766060,1.924831864311377e-05,-0.14512374228315253
100775006,0.00023577544713535955,-0.14444535198985758
103159836,0.0015963031492957675,-0.14018275083991655
100767801,5.199530395454571e-05,-0.14502114434484964
103159957,6.878364433494063e-06,-0.14516249796666778
100767223,0.017429454807773165,-0.09057669698342548
100765478,0.10622817474211806,0.1876341215867406
100766644,0.020439603310766014,-0.08114575158630048
100766935,0.05114998392198537,0.015071402611033024
100769239,0.010110199318278024,-0.11350828949469367
103160183,0.0007301451338867968,-0.14289646710357673
100751978,0.0026756252918826526,-0.13680118073381567
100769528,0.004047024067653206,-0.13250451996803722
100751692,0.016517256073691762,-0.09343466111506044
100769812,0.002145691806511921,-0.1384614887749872
100752863,7.956549148891528e-06,-0.1451591199601778
100752562,0.0003736129897794788,-0.14401350009382718
100752265,0.18936096383683138,0.44809329623657385
103160219,6.476593228618821e-06,-0.1451637567358918
100768378,0.0121245084637509,-0.10719735847418203
100758512,7.213490066954343e-05,-0.14495804598383843
100758228,0.06682559917202095,0.06418388704242867
100753163,0.028496585528689746,-0.05590282443925196
100753460,0.0001819277453270795,-0.14461405952538606
100759089,2.38879085676995e-05,-0.14510920621650988
100759371,0.00018585733684995574,-0.14460174791914857
100758801,0.04982054069109052,0.01090619065996784
100759947,0.042934859422767216,-0.010666992190977269
103160634,0.00010074219866816794,-0.14486841789236188
100754846,0.006074012482767947,-0.1261538641633334
100755616,0.005738193209826871,-0.12720600269512364
100755909,1.9893120242094333e-06,-0.14517781561171747
100753762,0.0036935054862768865,-0.13361211131594392
100756195,0.1675534826784552,0.3797693700751256
100756784,0.07184827892694501,0.07992019323092318
100756487,0.021153792745920073,-0.0789081604643194
100760534,0.001499588129439674,-0.14048576382098302
100760826,9.716539890927844e-06,-0.14515360582139988
100757363,0.0003269294070979402,-0.14415976208680661
100757071,0.021170325961452668,-0.0788563610754282
100761407,0.018060026622838794,-0.08860108403577945
100761115,0.11254212543788757,0.20741604403765532
103161022,0.0013139371149454844,-0.14106741770911338
103161442,4.925136702937788e-06,-0.1451686175265688
100761695,0.04389637291580247,-0.007654522459866475
100764714,0.21275719349042352,0.5213948506755802
100762273,0.019025578530937934,-0.08557596174884939
100765590,0.0534538092508238,0.02228940227423444
103161144,0.002207189759014692,-0.1382688126224612
103161159,0.00011567936214187371,-0.14482161901417748
100766172,0.08295149172965419,0.11470711273701975
100766464,0.024908972868123606,-0.06714299384424757
103161302,0.0022558368899682963,-0.13811639873480944
100767331,0.03181993260637734,-0.0454906122861956
100767620,0.017586599097569725,-0.09008435608560338
100768194,0.00019412097629933862,-0.1445758575245879
103161384,0.00021886404767922074,-0.14449833624784397
100766754,0.06941526324480922,0.07229743374721077
100767906,0.010786908333374989,-0.11138812639816326
100774142,1.1650059943633828e-05,-0.14514754800663657
100764418,0.007253157574762104,-0.12245954377786794
100768469,0.0003815818014834771,-0.14398853340929793
103161398,0.016882211301430895,-0.09229123818367317
100775008,0.0002585360101742048,-0.14437404201062776
103161626,0.005962868257646191,-0.12650208456418302
103161583,0.00046688007729833427,-0.14372128965674588
100750525,0.0026390861954551305,-0.13691565954538448
100769336,0.004363966879953433,-0.13151152232893643
100751404,0.0002908901469263786,-0.14427267488645515
100769625,0.017060317394031858,-0.09173322291215254
100751693,0.0005800226344117819,-0.14336680838209542
100768764,0.016355158543291615,-0.09394252076274646
100770957,0.0009892436777172251,-0.1420846984426918
100752266,0.015935443840572095,-0.09525750786048692
100751979,0.006479447855895336,-0.12488361491741555
100771536,0.5687157180962444,1.6366306624174047
100752564,0.008515718565158958,-0.1185038772221701
100772398,2.3719727535934657e-06,-0.14517661671656634
100771827,0.0008671339413856058,-0.14246727433708897
100752865,1.1852254967540281e-05,-0.14514691451954176
100773273,1.3566933533545055e-06,-0.1451797976375664
100754059,0.011302754257466676,-0.1097719553891246
100773847,0.004514291118809074,-0.13104054899087608
100756689,0.00024480908391679633,-0.14441704915525044
103161936,0.030709866132446292,-0.04896850591583345
100772692,0.01955062822812758,-0.08393095485963802
100756974,0.0003110038781436455,-0.14420965756333842
103161179,1.4869630946194587e-05,-0.1451374609301029
100755220,1.398429393185337e-05,-0.14514023473512683
100755510,0.00026955480510566424,-0.1443395195765228
100772979,0.020238129353411658,-0.08177697954361303
100754635,0.0025257889894730033,-0.1372706253426539
100755804,1.3114550534666424e-05,-0.14514295968457042
100754351,0.010834999048678759,-0.1112374557884948
100757549,0.033405255371912634,-0.04052371699059228
100757828,0.15716247571432368,0.3472138269840003
100758121,0.04985010220786597,0.01099880836646578
103162290,0.0006427343498366296,-0.14317032944979569
100756388,0.00020282841230479277,-0.1445485766932818
103162410,0.0046846893196285854,-0.13050668292875345
100760734,2.6421258669885224e-05,-0.14510126910428375
100756099,0.019752521554249662,-0.08329841299905932
100767798,0.00024162577858045703,-0.14442702260964302
100752971,0.0050455716272786635,-0.1293760206591503
100760145,0.04980895761955671,0.010869900319123271
100753570,0.00020029932666982314,-0.14455650044471943
100761315,7.121116133165155e-06,-0.14516173741348498
100761604,8.848769473386516e-07,-0.14518127586189922
100753872,5.432493727273958e-05,-0.1450138454874686
100753269,0.044475053154327746,-0.005841488409718789
100761888,0.0071192687872010055,-0.1228790240272711
100762175,0.2079256140666902,0.506257271356222
100762757,0.08163013948479485,0.11056725024875814
100762471,0.10648269354012399,0.18843154167553333
100763344,0.007769550049605397,-0.12084166039806417
100763910,6.767576760299296e-06,-0.14516284506997368
100763624,0.078248204643819,0.0999714797111364
100764502,1.0175089557129328e-06,-0.14518086031920172
100764205,0.00035013186891647095,-0.1440870676166594
100764799,0.0013601462889203965,-0.1409226420622739
100765769,3.860124944465692e-06,-0.1451719542615277
100754172,0.031676779219552066,-0.045939118987184044
103163824,0.00019687465425854162,-0.14456723011419648
100763050,0.030011904676063503,-0.051155253970920876
100766061,0.019722319482647577,-0.0833930375957781
100765297,0.05524927823671182,0.027914696159670883
103162781,0.0011117386405365124,-0.1417009156144948
100766354,0.0181377160141759,-0.08835767929780469
100766645,0.023649993322392877,-0.07108743955517466
100766936,1.4217087835151621e-06,-0.1451795939409809
100754458,0.035019393372460544,-0.03546654212647628
100767224,0.04588219020028088,-0.001432857860939755
100755617,9.144495234170325e-06,-0.1451553980658414
100767802,0.0007335459314748779,-0.14288581223511163
100768092,0.06391498528028897,0.05506478854687413
103163836,5.945879398832217e-06,-0.14516541948879097
100768576,0.006239323846604282,-0.12563593541519535
100769436,6.2052996799039585e-06,-0.14516460671211126
100770873,7.246851560222128e-07,-0.1451817777507713
100756488,0.08434749426940098,0.11908085832249832
100768872,0.045559240859364455,-0.0024446742537828497
100770585,4.937147105937461e-06,-0.14516857989737714
100770299,0.006349620486748234,-0.1252903705403562
100769150,0.023601295672543415,-0.07124001172104685
100755324,0.03645471836976319,-0.0309695973201881
100767514,0.2749455517338045,0.7162340788223142
100757651,0.16927818539665052,0.3851729497142699
100757936,0.007994732940616011,-0.12013615116907551
100771155,0.00034170131804330136,-0.14411348095303583
103160220,4.480634120966566e-05,-0.14504366772369343
100758229,2.4421555324627478e-05,-0.1451075342746037
100758513,2.665415874249178e-06,-0.14517569734463323
100773657,2.468777044142942e-06,-0.1451763134238957
100773073,0.0031737248833829685,-0.13524060986992004
100771734,0.017059247738250894,-0.09173657419706555
100773947,0.01666841152975684,-0.09296108353202427
100774524,2.4864586576934724e-05,-0.14510614623559318
100774816,6.486353284654996e-05,-0.14498082754190206
100774241,0.03048217985762076,-0.04968185837117558
100752076,3.270681349940985e-05,-0.14508157614749811
100771443,0.1611228873026506,0.35962199402377143
103160221,0.0015672129357746903,-0.14027389192981135
100750621,9.008787854832755e-05,-0.1449017984087031
100759948,0.2315242068455935,0.5801928395600988
100760242,4.845788416158738e-06,-0.14516886612870894
100760828,0.002018452004593769,-0.1388601374207394
100761117,1.1679198995036716e-06,-0.14518038907421274
100752670,0.0006975391148744396,-0.14299862338743363
100765667,0.05863179258516204,0.03851228232311394
100761606,8.529421041509413e-06,-0.1451573251239651
100761890,0.0006400286161675595,-0.14317880664833482
100766543,1.0663556849661118e-05,-0.14515063877003379
100766835,0.0033506516119177344,-0.13468628960484197
100752368,0.052024177582677904,0.01781029495216069
100765957,0.008104076711218109,-0.1197935716820373
103163850,0.0011548343995459846,-0.1415658944520299
100750332,0.03653937512195646,-0.030704363493139753
103161215,0.0038195142993026933,-0.13321731941978948
100767417,0.00011447794140188518,-0.14482538312527915
103161216,0.0012589445098589922,-0.14123971228371682
100767711,0.012368994704496088,-0.10643137088768134
100762177,0.15056616331945066,0.32654725124643313
103161217,0.0003613472938305943,-0.14405192913101145
100762759,0.03441171564161011,-0.03737042676638731
103159893,0.015918358544636427,-0.09531103694481709
100769152,4.200694851580394e-06,-0.1451708872390221
103161218,0.0072550283664484985,-0.12245368249420495
100769437,0.013565391424342224,-0.10268300029169578
103159892,0.0019405821696697905,-0.13910410749747185
100768874,0.032773744400840805,-0.042502272360848026
100768578,0.6685795426872062,1.949509005771239
100764010,0.00016627308082054542,-0.1446631063700931
100763346,0.09089439369870997,0.1395926207743817
100770587,1.641103235363687e-06,-0.14517890656722052
100770875,7.423667695727432e-06,-0.1451607895043491
100770301,0.006613448253941767,-0.12446378498679504
100771157,3.3725211623079666e-06,-0.14517348194849744
100772024,1.478297024830745e-06,-0.1451794166471984
100764902,0.03241218039775712,-0.0436350704162456
100764606,3.161186730446699e-06,-0.1451741440698132
100765377,3.828098087877486e-06,-0.14517205460326682
103163846,3.302456496794149e-05,-0.1450805806162987
100773464,0.014991585861132403,-0.09821466198689834
100759560,0.008290452508190186,-0.11920964701425373
100773753,0.05127356499682841,0.015458588282372458
100759851,0.0048734618887351835,-0.12991524905432855
103159909,0.0019614823942753863,-0.1390386260513415
100760146,0.1062647721874279,0.187748783208268
100760438,0.03331802135976076,-0.04079702550163701
100760735,0.09766502725034362,0.16080535339070046
100774340,0.02940216770300445,-0.05306559031938038
100750333,2.1257307379125245e-05,-0.14511744802124024
100750622,0.000648488107024679,-0.14315230264154521
100750917,0.040633869699204204,-0.01787610776141927
100751209,0.03144501781277688,-0.04666523903417989
100752267,2.5542300661483274e-06,-0.14517604569531564
100761026,0.0692292236506467,0.07171456241959837
100751790,0.010940599908791714,-0.1109066030267043
100761316,0.016178623756453268,-0.09449561305494075
100751503,0.08911799979854372,0.1340270900839201
100752866,1.5940525369089856e-05,-0.14513410576446295
100752565,0.015211113024616281,-0.0975268724343418
100774630,0.07017567437306912,0.07467983973909298
103160911,0.00035977288261571794,-0.14405686183987462
100753166,0.007674535154272631,-0.12113934680420192
100761891,4.2675682446360274e-05,-0.14505034318386978
100761607,0.02675754110643371,-0.06135133735254009
100753463,0.06310682008190696,0.052532766671468535
100689303,0.03494169955740227,-0.03570996072419011
100753765,6.001854954764573e-05,-0.14499600711623087
100762178,3.327541207736927e-05,-0.14507979469979335
100762474,0.00014668913445161757,-0.1447244638508559
100689395,0.1748170824470592,0.4025265904369001
100762760,4.241490408288673e-05,-0.1450511602154894
100763626,1.1978950342092993e-06,-0.14518029516062064
100763347,2.025657317412107e-06,-0.14517770174010106
100754353,0.012820170027492984,-0.10501781609744976
100763912,0.037094516740090844,-0.028965077114713057
100764207,0.01859172473058764,-0.08693524734468318
100764504,0.0015056185461502281,-0.1404668702246496
100764307,0.3982921251171678,1.102685045392362
100754061,0.02126581463732365,-0.07855719029123345
100755325,0.001774252553692584,-0.13962522648035464
100755618,0.019198811894660755,-0.08503321297994121
100756489,6.505265135065271e-05,-0.14498023502419605
100755911,0.07927999779521734,0.10320413911723894
100756197,0.016666274430055503,-0.09296777917198074
100765089,8.9574488010676e-05,-0.14490340688686396
100764801,0.05851040125230236,0.03813195722262618
100757652,6.713793158210892e-06,-0.14516301357668157
100757937,0.00412500630933233,-0.1322601977153344
100756786,0.035031978859213435,-0.035427111168752856
100758406,0.0001200871977376382,-0.14480780904540622
100765958,1.1733854070197287e-05,-0.1451472854754586
100765668,0.02700108774880058,-0.06058829357462301
100765378,0.17476320594682607,0.4023577926744702
100758697,0.03216527040017822,-0.044408651753796095
100766836,0.0005957407616223431,-0.14331756270557136
100766544,2.932714802739858e-06,-0.1451748598837582
103160735,0.00038943089844494254,-0.1439639417970281
100767130,0.014596813425533709,-0.0994515037177032
100767418,0.006446484055161502,-0.12498689214925093
103163869,0.00040590364613274084,-0.14391233185691057
100766255,0.10497542114157397,0.1837091820726149
103160732,0.000268718456379654,-0.14434213989879596
103163868,0.002706555065618605,-0.13670427621001588
100759272,0.008860432171901559,-0.11742387229895676
100770302,2.0251087759859868e-05,-0.14512060055749465
100768295,0.0009449570087292847,-0.14222345078551824
100767712,0.012779626180519763,-0.10514484199222328
100758989,0.02112029455966788,-0.07901311195263735
100768875,0.00017268703415727646,-0.14464301113438022
100771158,0.03337825474732744,-0.04060831129412849
100769438,1.8318673637448531e-06,-0.14517830889369157
100771446,0.004992972255349749,-0.12954081711490373
100769153,0.00010932433277124052,-0.14484152963816566
100771736,0.0012743642305337356,-0.14119140152975307
100770876,0.014191492184412725,-0.1007213953823524
100772025,0.021732657895990614,-0.07709454707707755
100772894,0.011421502638108243,-0.10939991078975875
100773754,0.005675670568668916,-0.12740188924831478
100774050,1.1156925625258703e-05,-0.14514909302105208
100773184,0.004216307048363614,-0.13197414794614026
103163878,3.2308896240425295e-05,-0.14508282284211743
100750730,9.811061541349208e-07,-0.14518097437099473
100751791,1.4071060799048793e-06,-0.14517963969197967
100751317,2.826257952578859e-07,-0.1451831627447972
103160643,0.001206959194666868,-0.14140258486908655
100774341,0.04716099951856642,0.002573715516451587
103163880,0.00021523222567631283,-0.14450971492732356
100755619,0.012743311853365321,-0.10525861659044869
100755912,0.030918909076737097,-0.048313563944930464
100752671,0.051683321018430844,0.016742374335463713
100755326,0.05222294864639219,0.018433054608886612
100752077,0.005740437363580732,-0.12719897164948107
100752972,0.021643898142404274,-0.0773726358121359
100757366,0.0001808133436063935,-0.14461755100156
103162238,0.00030029043499025425,-0.14424322331509265
103162237,0.001929526671123713,-0.1391387449258321
100756490,0.3131439417381765,0.8359115399280174
100753270,0.04050273290858827,-0.018286965867131834
100757653,4.240357935666973e-06,-0.1451707629726014
100754173,3.2497761707676697e-06,-0.1451738665146781
100755039,6.805058949844866e-06,-0.14516272763640434
100754746,0.0035228400484609806,-0.13414681464490524
103161528,0.00010952841672409025,-0.14484089023296223
103160974,3.673661557814297e-06,-0.14517253846061834
103163888,0.00018440699774297314,-0.14460629190390933
100758230,0.02826567613061355,-0.05662627510049822
100689061,0.12305593490193471,0.24035633348603938
100753873,0.014834125717643696,-0.09870799247009177
100753571,0.022459520407576893,-0.07481725057453899
100758803,1.00069881523457e-05,-0.14515269583251017
100762179,0.0003387867626159993,-0.14412261240055896
100762475,3.782830149057727e-05,-0.1450655302701772
100763054,4.173679186343176e-06,-0.14517097188044875
100763627,3.986625675286565e-05,-0.1450591452546933
103160971,0.01973160133442434,-0.08336395709121035
100764208,0.00949185334143346,-0.11544559828140465
100764505,0.01273056003469613,-0.10529856867436203
100758514,0.14802861952958765,0.31859699998766045
100759373,0.08412372033358573,0.11837976342041119
100759660,0.0005149806442291694,-0.14357058818143845
103161028,0.07274689152854297,0.08273559133185168
100765379,0.024650478471894527,-0.06795286968056441
100765090,0.026457471251452584,-0.062291471174787234
100765959,0.0023212822173530813,-0.13791135525989476
100765669,0.28091629244566,0.7349407072753339
100759949,0.01968153763947495,-0.08352080914451489
100760243,0.013616159375703232,-0.10252394176792742
100766256,0.011370919598292496,-0.10955838997643297
100760536,3.5091654857911443e-06,-0.14517305383501658
100689206,0.0009940710192160695,-0.1420695741410025
100766545,0.1065262273802418,0.1885679353679608
100761317,0.0006615475512646246,-0.14311138675137527
